Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Hard,42,37,Rough,686,Aggressive,Dry,73.68571428571428
Soft,49,58,Smooth,681,Conservative,Dry,58.08571428571429
Wet,19,0,Smooth,743,Aggressive,Dry,58.8
Hard,38,67,Smooth,632,Aggressive,Wet,67.17142857142858
Hard,22,43,Rough,623,Balanced,Wet,65.54285714285714
Soft,21,46,Smooth,660,Balanced,Wet,65.77142857142857
Medium,40,34,Rough,654,Balanced,Dry,67.85714285714286
Soft,11,59,Rough,683,Aggressive,Dry,85.62857142857143
Wet,44,51,Rough,718,Balanced,Wet,81.08571428571429
Soft,32,7,Rough,671,Aggressive,Wet,87.4
Hard,26,40,Smooth,673,Balanced,Dry,45.91428571428572
Soft,35,2,Rough,728,Conservative,Dry,62.285714285714285
Soft,17,68,Rough,684,Aggressive,Dry,88.11428571428571
Soft,38,13,Rough,695,Conservative,Dry,64.45714285714286
Hard,35,25,Rough,652,Conservative,Dry,50.57142857142857
Medium,19,69,Rough,709,Aggressive,Wet,83.65714285714287
Wet,35,57,Rough,659,Balanced,Dry,75.14285714285714
Hard,43,39,Rough,650,Conservative,Wet,59.17142857142857
Medium,16,50,Smooth,720,Conservative,Dry,40.34285714285714
Wet,13,4,Smooth,672,Aggressive,Dry,58.171428571428564
Hard,20,31,Smooth,606,Aggressive,Dry,53.42857142857142
Soft,38,0,Smooth,674,Aggressive,Wet,72.6
Soft,45,53,Smooth,618,Balanced,Dry,66.57142857142857
Hard,34,10,Smooth,742,Aggressive,Dry,53.22857142857143
Soft,30,52,Smooth,669,Aggressive,Dry,73.42857142857143
Soft,45,7,Smooth,655,Aggressive,Dry,70.0
Soft,19,24,Rough,737,Conservative,Wet,67.22857142857143
Hard,46,39,Smooth,679,Aggressive,Dry,59.77142857142857
Wet,18,31,Smooth,708,Conservative,Dry,43.028571428571425
Soft,33,27,Smooth,634,Aggressive,Wet,75.45714285714286
Hard,44,2,Smooth,671,Aggressive,Wet,59.08571428571428
Medium,44,61,Rough,691,Conservative,Dry,62.514285714285705
Medium,45,26,Rough,602,Balanced,Dry,67.71428571428571
Wet,27,44,Smooth,665,Conservative,Wet,51.68571428571429
Medium,48,24,Smooth,651,Aggressive,Wet,68.02857142857142
Wet,41,60,Rough,692,Aggressive,Dry,86.77142857142857
Soft,33,43,Smooth,646,Balanced,Wet,67.74285714285713
Medium,32,45,Rough,602,Balanced,Wet,72.82857142857142
Medium,41,13,Rough,742,Conservative,Wet,60.05714285714285
Soft,46,7,Smooth,683,Aggressive,Dry,70.19999999999999
Medium,21,47,Rough,633,Conservative,Wet,60.91428571428571
Soft,22,13,Rough,649,Conservative,Wet,66.25714285714285
Wet,32,64,Smooth,632,Conservative,Wet,55.542857142857144
Wet,34,6,Smooth,672,Conservative,Wet,47.65714285714286
Medium,44,48,Smooth,602,Conservative,Wet,50.65714285714286
Medium,39,54,Rough,601,Conservative,Wet,65.51428571428572
Wet,26,12,Smooth,731,Balanced,Wet,56.91428571428571
Hard,29,55,Rough,615,Aggressive,Wet,78.65714285714286
Medium,34,55,Rough,632,Conservative,Wet,64.65714285714286
Hard,31,14,Rough,608,Balanced,Wet,63.2
Hard,22,56,Rough,656,Balanced,Wet,67.4
Soft,28,57,Smooth,639,Balanced,Dry,63.74285714285715
Medium,45,34,Smooth,651,Conservative,Wet,48.85714285714286
Soft,21,15,Smooth,615,Conservative,Wet,51.34285714285714
Wet,28,7,Smooth,735,Conservative,Wet,46.6
Medium,21,44,Smooth,686,Conservative,Dry,40.48571428571428
Medium,18,39,Smooth,659,Conservative,Dry,39.17142857142857
Hard,16,53,Rough,602,Aggressive,Wet,75.77142857142857
Soft,37,13,Smooth,614,Aggressive,Wet,74.25714285714287
Soft,23,58,Rough,701,Balanced,Dry,77.88571428571429
Hard,40,52,Rough,622,Conservative,Dry,55.42857142857143
Soft,28,26,Smooth,730,Balanced,Wet,64.31428571428572
Medium,25,46,Smooth,616,Balanced,Dry,51.57142857142857
Medium,14,5,Rough,713,Conservative,Dry,48.51428571428572
Soft,44,54,Smooth,657,Aggressive,Dry,76.5142857142857
Soft,21,43,Rough,709,Conservative,Dry,65.34285714285714
Medium,34,17,Smooth,734,Conservative,Wet,44.228571428571435
Soft,30,15,Smooth,677,Balanced,Dry,58.14285714285715
Wet,45,11,Smooth,742,Conservative,Wet,50.57142857142857
Hard,32,19,Smooth,643,Balanced,Dry,44.114285714285714
Medium,25,44,Rough,611,Balanced,Dry,66.28571428571428
Hard,48,63,Rough,607,Conservative,Dry,58.599999999999994
Wet,48,58,Rough,679,Conservative,Dry,67.88571428571429
Soft,23,21,Rough,640,Conservative,Dry,62.599999999999994
Wet,40,46,Rough,645,Aggressive,Wet,89.57142857142857
Wet,14,28,Rough,628,Aggressive,Dry,76.8
Hard,44,44,Smooth,615,Aggressive,Dry,60.08571428571429
Wet,32,8,Smooth,732,Conservative,Dry,42.542857142857144
Hard,38,23,Rough,604,Aggressive,Dry,70.88571428571429
Soft,20,14,Smooth,629,Conservative,Wet,51.0
Soft,27,35,Rough,716,Conservative,Dry,65.4
Wet,21,12,Smooth,604,Aggressive,Dry,60.91428571428571
Soft,18,43,Rough,740,Aggressive,Dry,84.74285714285713
Hard,19,35,Smooth,648,Aggressive,Wet,58.8
Soft,26,60,Rough,688,Balanced,Dry,78.77142857142857
Medium,47,39,Rough,649,Aggressive,Wet,84.97142857142859
Wet,16,26,Smooth,613,Conservative,Wet,46.91428571428571
Soft,22,0,Rough,707,Balanced,Dry,69.39999999999999
Hard,49,33,Rough,645,Conservative,Wet,59.51428571428572
Soft,18,67,Rough,681,Balanced,Dry,78.17142857142856
Soft,36,20,Rough,725,Aggressive,Wet,90.05714285714285
Medium,11,32,Smooth,683,Balanced,Wet,51.77142857142858
Wet,14,6,Smooth,633,Conservative,Dry,38.65714285714286
Hard,38,64,Rough,670,Balanced,Wet,71.74285714285715
Soft,46,2,Rough,659,Conservative,Dry,64.48571428571428
Hard,47,50,Rough,673,Aggressive,Wet,81.54285714285714
Soft,28,53,Rough,680,Balanced,Dry,78.17142857142856
Wet,17,58,Smooth,738,Aggressive,Dry,66.68571428571428
Medium,10,5,Smooth,697,Balanced,Wet,47.71428571428572
Soft,31,28,Rough,690,Aggressive,Dry,85.19999999999999
Hard,26,16,Smooth,694,Conservative,Dry,32.48571428571429
Wet,16,59,Smooth,731,Balanced,Dry,56.628571428571426
Soft,34,21,Smooth,659,Balanced,Dry,59.800000000000004
Medium,13,23,Rough,712,Conservative,Dry,50.885714285714286
Medium,45,50,Rough,680,Aggressive,Wet,86.14285714285714
Hard,15,49,Rough,683,Conservative,Wet,55.0
Medium,40,10,Rough,624,Balanced,Wet,69.42857142857143
Wet,28,55,Smooth,632,Conservative,Wet,53.457142857142856
Wet,48,41,Smooth,618,Balanced,Dry,60.457142857142856
Hard,36,38,Smooth,656,Balanced,Dry,47.628571428571426
Hard,19,68,Smooth,614,Aggressive,Wet,63.51428571428571
Hard,35,47,Rough,640,Balanced,Wet,68.71428571428572
Medium,28,56,Smooth,659,Balanced,Wet,58.6
Medium,48,20,Smooth,708,Balanced,Wet,57.457142857142856
Soft,12,19,Smooth,695,Balanced,Dry,55.114285714285714
Soft,22,14,Rough,621,Conservative,Dry,61.400000000000006
Wet,37,68,Rough,740,Balanced,Wet,82.11428571428571
Medium,29,50,Rough,625,Conservative,Dry,57.94285714285714
Soft,37,61,Smooth,732,Balanced,Dry,66.11428571428573
Medium,17,36,Rough,724,Aggressive,Dry,73.54285714285714
Medium,48,5,Smooth,696,Conservative,Dry,40.31428571428572
Soft,10,25,Rough,732,Balanced,Wet,75.57142857142857
Hard,12,7,Rough,670,Balanced,Dry,53.4
Hard,22,3,Smooth,617,Balanced,Wet,44.82857142857143
Hard,37,20,Rough,694,Balanced,Wet,65.25714285714285
Hard,34,30,Smooth,733,Aggressive,Wet,61.08571428571429
Medium,42,20,Rough,665,Conservative,Wet,61.25714285714285
Medium,47,24,Rough,726,Balanced,Dry,67.82857142857142
Soft,15,14,Smooth,641,Aggressive,Dry,65.0
Wet,41,34,Rough,716,Aggressive,Wet,88.05714285714286
Medium,30,48,Smooth,610,Conservative,Wet,47.857142857142854
Soft,25,42,Smooth,625,Conservative,Wet,56.0
Hard,30,40,Rough,748,Conservative,Dry,51.714285714285715
Soft,20,36,Rough,655,Aggressive,Dry,84.14285714285714
Hard,46,56,Smooth,717,Conservative,Wet,47.199999999999996
Medium,45,41,Smooth,747,Conservative,Wet,49.85714285714286
Hard,44,46,Rough,656,Aggressive,Wet,80.37142857142857
Medium,28,60,Smooth,604,Conservative,Wet,49.17142857142857
Medium,29,13,Rough,613,Aggressive,Wet,77.65714285714286
Hard,27,67,Smooth,623,Balanced,Wet,54.971428571428575
Hard,23,52,Smooth,667,Conservative,Dry,37.028571428571425
Medium,24,33,Smooth,647,Aggressive,Dry,59.51428571428572
Soft,40,23,Rough,659,Conservative,Dry,66.28571428571428
Hard,10,19,Rough,602,Conservative,Dry,44.714285714285715
Medium,12,68,Rough,718,Aggressive,Dry,77.11428571428571
Wet,25,29,Rough,736,Aggressive,Wet,84.14285714285714
Wet,32,6,Rough,699,Conservative,Wet,62.25714285714286
Medium,20,35,Rough,682,Aggressive,Dry,74.0
Medium,21,37,Smooth,623,Aggressive,Wet,64.48571428571428
Hard,19,51,Smooth,731,Balanced,Wet,51.08571428571429
Medium,41,14,Rough,736,Conservative,Dry,55.199999999999996
Hard,25,45,Smooth,600,Balanced,Wet,51.42857142857142
Medium,17,22,Smooth,715,Balanced,Dry,46.54285714285714
Soft,47,11,Rough,739,Conservative,Dry,65.97142857142858
Medium,21,43,Smooth,745,Aggressive,Wet,65.34285714285714
Soft,33,14,Smooth,609,Aggressive,Dry,68.60000000000001
Hard,37,48,Smooth,745,Conservative,Wet,44.25714285714286
Hard,17,20,Rough,728,Conservative,Wet,51.25714285714287
Soft,37,14,Smooth,678,Conservative,Wet,54.400000000000006
Medium,45,13,Rough,698,Conservative,Wet,60.857142857142854
Medium,35,41,Smooth,743,Aggressive,Dry,62.85714285714286
Hard,17,14,Rough,742,Aggressive,Dry,65.4
Wet,37,62,Rough,732,Aggressive,Wet,91.25714285714287
Soft,37,67,Rough,644,Conservative,Wet,76.97142857142858
Medium,46,26,Smooth,717,Aggressive,Dry,62.91428571428572
Soft,45,52,Rough,651,Balanced,Wet,86.42857142857142
Hard,36,51,Rough,711,Conservative,Wet,59.48571428571428
Medium,26,62,Rough,734,Conservative,Dry,59.05714285714286
Hard,18,52,Rough,711,Balanced,Dry,61.02857142857143
Hard,42,56,Rough,612,Conservative,Dry,56.4
Hard,29,51,Smooth,616,Conservative,Dry,38.08571428571429
Hard,22,42,Smooth,643,Balanced,Dry,45.4
Soft,37,6,Rough,740,Conservative,Dry,63.25714285714285
Wet,38,41,Smooth,672,Aggressive,Wet,73.45714285714286
Medium,22,3,Smooth,604,Balanced,Dry,44.82857142857142
Hard,44,68,Rough,632,Aggressive,Dry,78.51428571428572
Hard,15,4,Smooth,731,Balanced,Dry,38.57142857142857
Medium,27,40,Rough,667,Conservative,Dry,56.114285714285714
Hard,14,3,Smooth,615,Conservative,Dry,28.228571428571428
Hard,34,1,Smooth,749,Conservative,Dry,31.942857142857143
Soft,11,66,Rough,635,Conservative,Dry,66.62857142857143
Medium,19,20,Rough,701,Conservative,Dry,51.65714285714286
Soft,39,69,Smooth,624,Balanced,Wet,72.65714285714286
Hard,14,42,Rough,671,Conservative,Dry,48.8
Soft,42,68,Rough,680,Balanced,Dry,83.11428571428571
Soft,10,8,Smooth,660,Conservative,Dry,43.14285714285715
Medium,27,27,Smooth,617,Conservative,Dry,39.25714285714286
Wet,41,25,Smooth,657,Conservative,Wet,51.77142857142857
Wet,20,2,Smooth,675,Balanced,Dry,49.28571428571429
Wet,30,48,Rough,720,Aggressive,Wet,87.85714285714285
Wet,35,16,Smooth,656,Balanced,Dry,54.28571428571429
Medium,34,62,Rough,696,Conservative,Wet,65.65714285714286
Wet,31,54,Smooth,662,Balanced,Dry,58.91428571428571
Medium,36,22,Smooth,611,Balanced,Dry,50.34285714285714
Medium,22,33,Rough,610,Balanced,Dry,64.11428571428571
Medium,42,68,Smooth,740,Balanced,Dry,58.114285714285714
Soft,43,14,Smooth,626,Conservative,Wet,55.599999999999994
Medium,44,46,Rough,703,Conservative,Dry,60.371428571428574
Hard,10,2,Rough,666,Aggressive,Wet,67.28571428571429
Medium,30,27,Smooth,688,Aggressive,Wet,64.85714285714286
Wet,15,2,Smooth,644,Aggressive,Dry,58.285714285714285
Soft,37,3,Rough,680,Conservative,Wet,67.82857142857142
Soft,26,30,Rough,666,Balanced,Dry,74.48571428571428
Medium,14,44,Smooth,749,Aggressive,Dry,59.08571428571429
Medium,40,58,Rough,701,Aggressive,Wet,86.28571428571428
Hard,14,44,Smooth,690,Aggressive,Dry,54.08571428571428
Medium,47,36,Smooth,641,Aggressive,Wet,69.54285714285714
Wet,12,64,Smooth,619,Balanced,Wet,61.542857142857144
Soft,32,8,Rough,647,Conservative,Dry,62.542857142857144
Medium,46,16,Smooth,617,Conservative,Wet,46.48571428571429
Wet,46,64,Rough,727,Aggressive,Wet,93.34285714285714
Hard,19,2,Smooth,676,Conservative,Wet,34.08571428571428
Medium,19,25,Rough,605,Conservative,Dry,52.37142857142857
Medium,28,52,Rough,638,Balanced,Dry,68.02857142857142
Wet,26,30,Rough,610,Aggressive,Wet,84.48571428571428
Soft,30,25,Rough,711,Conservative,Dry,64.57142857142857
Wet,23,22,Rough,707,Balanced,Dry,67.74285714285713
Medium,18,29,Rough,693,Conservative,Wet,57.74285714285714
Wet,10,9,Rough,654,Balanced,Dry,63.28571428571429
Hard,22,63,Rough,683,Aggressive,Dry,73.4
Hard,13,21,Rough,657,Conservative,Wet,50.60000000000001
Hard,10,14,Rough,636,Balanced,Wet,59.0
Medium,49,55,Smooth,615,Conservative,Wet,52.65714285714285
Medium,41,19,Rough,669,Balanced,Dry,65.91428571428571
Medium,43,46,Smooth,692,Conservative,Dry,45.17142857142857
Hard,37,52,Smooth,743,Balanced,Wet,54.82857142857143
Medium,40,52,Rough,617,Balanced,Dry,70.42857142857143
Hard,17,0,Smooth,746,Balanced,Dry,38.4
Soft,48,1,Rough,729,Balanced,Wet,79.74285714285715
Soft,35,57,Smooth,737,Aggressive,Dry,75.14285714285714
Hard,43,18,Rough,645,Balanced,Dry,61.17142857142858
Medium,12,61,Smooth,618,Balanced,Dry,51.11428571428572
Soft,21,11,Smooth,637,Conservative,Dry,45.771428571428565
Medium,10,25,Smooth,636,Aggressive,Wet,60.57142857142857
Hard,14,26,Smooth,711,Aggressive,Dry,51.51428571428571
Hard,39,28,Smooth,644,Aggressive,Wet,61.8
Hard,39,14,Smooth,716,Balanced,Dry,44.800000000000004
Wet,26,45,Smooth,729,Conservative,Wet,51.628571428571426
Soft,32,0,Smooth,643,Balanced,Wet,61.400000000000006
Medium,24,59,Smooth,696,Aggressive,Wet,68.22857142857143
Soft,46,56,Rough,682,Aggressive,Dry,92.19999999999999
Medium,30,2,Rough,723,Conservative,Wet,56.28571428571428
Soft,23,17,Smooth,723,Aggressive,Dry,67.02857142857142
Medium,11,51,Rough,626,Aggressive,Dry,74.48571428571428
Hard,20,59,Rough,647,Aggressive,Wet,77.42857142857143
Soft,48,33,Rough,693,Aggressive,Dry,89.31428571428572
Hard,47,59,Smooth,606,Aggressive,Wet,67.82857142857142
Wet,43,25,Smooth,684,Conservative,Wet,52.17142857142857
Medium,47,18,Smooth,711,Aggressive,Wet,66.97142857142858
Medium,43,21,Smooth,688,Balanced,Dry,51.6
Soft,27,32,Smooth,727,Balanced,Dry,59.971428571428575
Hard,39,37,Rough,617,Aggressive,Dry,73.08571428571429
Hard,24,34,Smooth,632,Conservative,Wet,39.65714285714286
Soft,36,66,Smooth,695,Aggressive,Dry,76.62857142857143
Wet,43,9,Rough,721,Aggressive,Dry,79.88571428571429
Soft,47,14,Smooth,624,Conservative,Dry,51.4
Wet,42,10,Smooth,741,Conservative,Wet,49.82857142857142
Soft,33,23,Rough,603,Aggressive,Wet,89.8857142857143
Hard,24,3,Smooth,707,Balanced,Dry,40.22857142857143
Wet,39,12,Rough,681,Conservative,Dry,59.51428571428572
Hard,26,56,Rough,609,Balanced,Wet,68.2
Soft,14,36,Rough,634,Conservative,Dry,62.94285714285714
Soft,38,47,Rough,698,Aggressive,Dry,89.31428571428572
Wet,13,0,Smooth,703,Aggressive,Dry,57.599999999999994
Hard,19,59,Rough,622,Balanced,Wet,67.22857142857143
Hard,26,11,Rough,664,Conservative,Dry,46.77142857142857
Medium,19,20,Smooth,681,Balanced,Wet,51.65714285714286
Medium,26,10,Smooth,616,Balanced,Dry,46.628571428571426
Wet,29,43,Rough,747,Aggressive,Dry,81.94285714285714
Soft,33,57,Rough,727,Balanced,Wet,84.74285714285713
Wet,14,43,Rough,630,Aggressive,Wet,83.94285714285715
Hard,43,33,Rough,664,Conservative,Wet,58.31428571428571
Soft,15,24,Smooth,679,Conservative,Wet,51.42857142857142
Hard,11,3,Rough,691,Balanced,Wet,57.62857142857143
Soft,22,63,Rough,748,Aggressive,Wet,93.4
Hard,20,15,Smooth,629,Balanced,Wet,46.14285714285714
Wet,32,9,Smooth,722,Aggressive,Dry,62.68571428571428
Soft,25,65,Smooth,730,Aggressive,Wet,79.28571428571429
Hard,40,34,Smooth,669,Conservative,Wet,42.857142857142854
Hard,20,5,Rough,628,Conservative,Wet,49.714285714285715
Wet,25,18,Rough,602,Conservative,Dry,57.57142857142857
Hard,17,58,Rough,674,Aggressive,Dry,71.68571428571428
Soft,13,52,Smooth,644,Balanced,Dry,60.028571428571425
Soft,49,7,Rough,668,Aggressive,Dry,85.8
Medium,13,9,Rough,710,Balanced,Wet,63.88571428571428
Wet,34,66,Rough,683,Conservative,Dry,66.22857142857143
Wet,12,37,Rough,651,Aggressive,Wet,82.68571428571428
Wet,41,28,Smooth,715,Conservative,Wet,52.199999999999996
Hard,12,14,Smooth,702,Aggressive,Dry,49.39999999999999
Hard,36,22,Smooth,740,Aggressive,Wet,60.34285714285714
Medium,38,45,Smooth,679,Aggressive,Dry,64.02857142857142
Hard,41,27,Smooth,628,Aggressive,Dry,57.05714285714286
Hard,28,25,Rough,701,Balanced,Dry,59.17142857142857
Hard,30,9,Smooth,658,Aggressive,Wet,57.285714285714285
Hard,14,46,Smooth,611,Aggressive,Wet,59.37142857142858
Soft,27,3,Smooth,609,Balanced,Dry,55.82857142857143
Wet,37,54,Rough,733,Conservative,Dry,65.11428571428571
Hard,31,65,Smooth,734,Balanced,Dry,50.48571428571429
Soft,30,66,Smooth,630,Balanced,Dry,65.42857142857143
Wet,15,6,Smooth,690,Balanced,Dry,48.85714285714286
Hard,10,54,Smooth,602,Conservative,Dry,34.714285714285715
Medium,14,30,Rough,703,Aggressive,Dry,72.08571428571429
Medium,21,18,Smooth,725,Balanced,Wet,51.77142857142857
Medium,35,27,Smooth,600,Aggressive,Wet,65.85714285714286
Wet,43,27,Rough,734,Aggressive,Dry,82.45714285714286
Wet,23,18,Smooth,614,Aggressive,Wet,67.17142857142858
Soft,35,19,Smooth,688,Balanced,Dry,59.714285714285715
Medium,36,12,Smooth,721,Balanced,Wet,53.91428571428571
Wet,18,42,Smooth,715,Conservative,Wet,49.6
Soft,35,10,Smooth,635,Aggressive,Dry,68.42857142857143
Hard,31,47,Smooth,666,Balanced,Dry,47.91428571428572
Soft,39,14,Rough,732,Conservative,Dry,64.80000000000001
Hard,26,16,Rough,624,Conservative,Wet,52.485714285714295
Soft,35,53,Rough,610,Aggressive,Dry,89.57142857142857
Medium,45,49,Smooth,665,Conservative,Dry,46.0
Hard,10,27,Rough,659,Balanced,Dry,55.857142857142854
Medium,17,3,Rough,737,Conservative,Dry,48.82857142857142
Wet,44,21,Smooth,649,Aggressive,Dry,66.8
Medium,24,38,Smooth,662,Balanced,Dry,50.22857142857143
Hard,31,33,Smooth,691,Conservative,Wet,40.91428571428572
Soft,23,43,Rough,637,Conservative,Dry,65.74285714285715
Soft,35,41,Smooth,719,Balanced,Dry,62.857142857142854
Hard,37,39,Smooth,632,Conservative,Wet,42.971428571428575
Soft,32,11,Rough,674,Conservative,Dry,62.971428571428575
Soft,23,1,Rough,644,Conservative,Wet,64.74285714285715
Soft,33,27,Rough,728,Balanced,Wet,80.45714285714286
Soft,11,66,Rough,652,Conservative,Dry,66.62857142857143
Hard,35,9,Smooth,666,Balanced,Dry,43.28571428571429
Hard,23,56,Smooth,742,Balanced,Dry,47.599999999999994
Soft,16,36,Rough,704,Balanced,Wet,78.34285714285714
Medium,12,63,Rough,613,Conservative,Dry,56.400000000000006
Medium,32,39,Rough,723,Aggressive,Wet,81.97142857142858
Soft,27,59,Smooth,719,Conservative,Dry,53.82857142857142
Medium,47,47,Rough,735,Conservative,Dry,61.114285714285714
Hard,44,18,Rough,635,Balanced,Wet,66.37142857142857
Soft,24,32,Smooth,727,Aggressive,Dry,69.37142857142858
Soft,34,43,Rough,733,Balanced,Dry,77.94285714285715
Wet,46,36,Smooth,696,Aggressive,Wet,74.34285714285714
Medium,37,35,Smooth,680,Balanced,Dry,52.400000000000006
Soft,19,20,Rough,672,Balanced,Wet,76.65714285714286
Medium,48,1,Rough,670,Balanced,Dry,64.74285714285715
Soft,26,30,Rough,645,Aggressive,Dry,84.48571428571428
Wet,48,29,Smooth,744,Conservative,Wet,53.74285714285713
Soft,31,43,Smooth,659,Aggressive,Wet,77.34285714285716
Soft,35,11,Smooth,659,Conservative,Wet,53.57142857142858
Hard,34,50,Smooth,604,Aggressive,Wet,63.94285714285715
Hard,26,48,Smooth,734,Conservative,Wet,42.05714285714286
Medium,22,23,Smooth,744,Aggressive,Wet,62.68571428571428
Medium,29,23,Rough,658,Balanced,Wet,69.08571428571429
Soft,34,59,Rough,608,Conservative,Dry,70.22857142857143
Soft,13,10,Rough,749,Aggressive,Dry,79.02857142857142
Hard,19,12,Smooth,644,Aggressive,Dry,50.51428571428572
Soft,12,63,Smooth,679,Aggressive,Dry,71.4
Hard,27,19,Rough,612,Aggressive,Wet,73.11428571428571
Soft,45,27,Smooth,682,Aggressive,Dry,72.85714285714286
Hard,31,1,Smooth,611,Conservative,Dry,31.34285714285714
Medium,43,42,Smooth,609,Balanced,Dry,54.6
Medium,17,7,Rough,615,Aggressive,Wet,74.39999999999999
Medium,49,12,Rough,691,Conservative,Wet,61.51428571428571
Hard,28,34,Rough,618,Conservative,Wet,55.45714285714286
Medium,46,22,Smooth,703,Conservative,Dry,42.34285714285714
Medium,15,45,Rough,733,Balanced,Wet,69.42857142857143
Medium,35,14,Smooth,731,Aggressive,Wet,64.0
Soft,43,1,Smooth,702,Aggressive,Wet,73.74285714285713
Hard,15,60,Rough,694,Aggressive,Dry,71.57142857142857
Medium,46,63,Rough,626,Conservative,Dry,63.2
Hard,42,51,Rough,636,Balanced,Wet,70.68571428571428
Medium,31,35,Rough,736,Conservative,Wet,61.2
Soft,30,66,Smooth,660,Conservative,Wet,60.42857142857143
Medium,15,68,Smooth,634,Aggressive,Dry,62.714285714285715
Soft,15,66,Rough,705,Aggressive,Wet,92.42857142857144
Soft,13,46,Rough,646,Aggressive,Wet,89.17142857142856
Medium,39,1,Rough,748,Aggressive,Wet,77.94285714285715
Hard,20,43,Rough,744,Conservative,Dry,50.14285714285714
Medium,39,63,Rough,654,Aggressive,Wet,86.8
Wet,40,27,Rough,687,Aggressive,Dry,81.85714285714285
Medium,33,53,Rough,694,Aggressive,Wet,84.17142857142856
Wet,18,66,Rough,605,Aggressive,Wet,88.02857142857142
Soft,12,35,Rough,720,Aggressive,Dry,82.4
Soft,40,62,Smooth,649,Conservative,Dry,56.85714285714285
Hard,49,24,Smooth,612,Conservative,Wet,43.22857142857143
Medium,46,47,Rough,624,Aggressive,Wet,85.91428571428571
Medium,45,38,Smooth,722,Aggressive,Dry,64.42857142857143
Wet,33,46,Smooth,728,Conservative,Dry,48.171428571428564
Soft,40,20,Rough,648,Aggressive,Dry,85.85714285714286
Wet,15,29,Rough,721,Conservative,Dry,57.14285714285714
Hard,11,30,Rough,634,Aggressive,Dry,66.48571428571428
Soft,29,25,Smooth,682,Balanced,Wet,64.37142857142858
Soft,37,21,Smooth,652,Aggressive,Wet,75.4
Soft,20,20,Smooth,675,Conservative,Wet,51.85714285714285
Medium,13,0,Rough,703,Aggressive,Dry,67.6
Soft,24,36,Smooth,646,Conservative,Wet,54.94285714285715
Medium,15,45,Smooth,642,Balanced,Dry,49.42857142857143
Medium,39,8,Rough,747,Aggressive,Wet,78.94285714285715
Soft,47,16,Rough,692,Balanced,Dry,76.68571428571428
Wet,11,46,Smooth,743,Aggressive,Wet,68.77142857142857
